beta0,gammaR,omega1,rel_2inf,gamma_mod,mu,beta1,ST_S,ST_I1,ST_R1,ST_R2,ST_I2,mapi,steady
202.8777777777778,40.55555555555556,1.48,0.96,1,0.02,0,0.003620275414918905,4.911231459152045e-4,0.7635756715683008,0.2045622131094595,0.02775071676140548,0.1816714715078374,TRUE
202.8777777777778,40.55555555555556,1.49,0.96,1,0.02,0,0.0035972592331905886,4.911344907662666e-4,0.7633932265797763,0.20458618829875982,0.027932191397505374,0.18051231123783473,TRUE
202.8777777777778,40.55555555555556,1.5,0.96,1,0.02,0,0.0035745445919170647,4.911456869857454e-4,0.7632108804241071,0.20460984938341975,0.028113579913567124,0.17936838990394569,TRUE
202.8777777777778,40.55555555555556,1.51,0.96,1,0.02,0,0.0035521256038157246,4.911567374755292e-4,0.763028632794463,0.20463320249602532,0.028294882368222456,0.17823940895895776,TRUE
202.8777777777778,40.55555555555556,1.52,0.96,1,0.02,0,0.0035299965338714003,4.911676450624416e-4,0.7628464833903945,0.20465625361055065,0.028476098820117986,0.17712507760357304,TRUE
202.8777777777778,40.55555555555556,1.53,0.96,1,0.02,0,0.003508151794445176,4.911784125006837e-4,0.7626644319176861,0.20467900854745294,0.02865722932791496,0.17602511253667197,TRUE
202.8777777777778,40.55555555555556,1.54,0.96,1,0.02,0,0.0034865859405706174,4.911890424741145e-4,0.7624824780880965,0.2047014729785723,0.02883827395028447,0.17493923771520303,TRUE
202.8777777777778,40.55555555555556,1.55,0.96,1,0.02,0,0.003465293665428919,4.911995375985069e-4,0.7623006216192193,0.20472365243184487,0.02901923274590719,0.1738671841232141,TRUE
202.8777777777778,40.55555555555556,1.56,0.96,1,0.02,0,0.0034442697959952574,4.912099004236827e-4,0.7621188622342693,0.20474555229583827,0.029200105773470344,0.17280868954966466,TRUE
202.8777777777778,40.55555555555556,1.57,0.96,1,0.02,0,0.0034235092888486923,4.91220133435584e-4,0.7619371996619306,0.204767177824116,0.02938089309166638,0.1717634983746058,TRUE
202.8777777777778,40.55555555555556,1.58,0.96,1,0.02,0,0.003403007226138594,4.91230239058261e-4,0.7617556336361763,0.20478853413943898,0.02956159475919091,0.17073136136337705,TRUE
202.8777777777778,40.55555555555556,1.59,0.96,1,0.02,0,0.003382758811700788,4.912402196557689e-4,0.7615741638960922,0.20480962623781168,0.029742210834739748,0.1697120354684722,TRUE
202.8777777777778,40.55555555555556,1.6,0.96,1,0.02,0,0.0033627593673169103,4.912500775340456e-4,0.7613927901857616,0.20483045899237826,0.02992274137700949,0.16870528363871762,TRUE
