R0,beta1,gamma,omega,rho,disease,CFR_lo_time,cumcases_hi_time,cumdeaths_1yr
5.5875,0.2,40.55555555555556,1.05,0.7,covid,1,0.09863013698630137,4755641.551867938
5.79375,0.2,40.55555555555556,1.05,0.7,covid,0.9232876712328767,0.09315068493150686,4756176.65932031
6,0.2,40.55555555555556,1.05,0.7,covid,0.8602739726027397,0.08767123287671233,4756662.502970274
1.05,0.2,40.55555555555556,1.1291666666666667,0.7,covid,Inf,Inf,8.248660054175533
1.25625,0.2,40.55555555555556,1.1291666666666667,0.7,covid,Inf,23.956164383561642,14338.060902697636
1.4625000000000001,0.2,40.55555555555556,1.1291666666666667,0.7,covid,Inf,4.991780821917808,2980299.3149877856
1.6687500000000002,0.2,40.55555555555556,1.1291666666666667,0.7,covid,21.12876712328767,0.947945205479452,3784438.6504613226
1.875,0.2,40.55555555555556,1.1291666666666667,0.7,covid,13.054794520547945,0.7835616438356164,3852106.4526148885
2.08125,0.2,40.55555555555556,1.1291666666666667,0.7,covid,10.068493150684931,0.7479452054794521,3839557.20073823
2.2875,0.2,40.55555555555556,1.1291666666666667,0.7,covid,7.978082191780822,0.6438356164383562,3891412.168998192
2.4937500000000004,0.2,40.55555555555556,1.1291666666666667,0.7,covid,6.273972602739726,0.4438356164383562,4021137.952081672
2.7,0.2,40.55555555555556,1.1291666666666667,0.7,covid,5.238356164383561,0.33972602739726027,4172088.8772441726
2.90625,0.2,40.55555555555556,1.1291666666666667,0.7,covid,4.336986301369863,0.2821917808219178,4313253.993629573
3.1125,0.2,40.55555555555556,1.1291666666666667,0.7,covid,4.024657534246575,0.2410958904109589,4436255.835320758
3.3187500000000005,0.2,40.55555555555556,1.1291666666666667,0.7,covid,3.350684931506849,0.2136986301369863,4540522.604982189
3.5250000000000004,0.2,40.55555555555556,1.1291666666666667,0.7,covid,3.0273972602739727,0.1917808219178082,4623936.031501233
3.73125,0.2,40.55555555555556,1.1291666666666667,0.7,covid,2.813698630136986,0.1726027397260274,4681288.54882468
3.9375,0.2,40.55555555555556,1.1291666666666667,0.7,covid,2.589041095890411,0.1589041095890411,4714294.82067855
4.143750000000001,0.2,40.55555555555556,1.1291666666666667,0.7,covid,2.063013698630137,0.14794520547945206,4731796.543775866
4.3500000000000005,0.2,40.55555555555556,1.1291666666666667,0.7,covid,1.904109589041096,0.136986301369863,4741287.009154022
4.55625,0.2,40.55555555555556,1.1291666666666667,0.7,covid,1.7698630136986302,0.12876712328767123,4746829.766509885
4.7625,0.2,40.55555555555556,1.1291666666666667,0.7,covid,1.6712328767123288,0.12054794520547946,4750211.433903825
4.96875,0.2,40.55555555555556,1.1291666666666667,0.7,covid,1.5643835616438355,0.11506849315068493,4752494.336455899
5.175,0.2,40.55555555555556,1.1291666666666667,0.7,covid,1.2986301369863014,0.10684931506849316,4754085.867650015
5.3812500000000005,0.2,40.55555555555556,1.1291666666666667,0.7,covid,1.0684931506849316,0.10136986301369863,4755150.839874109
5.5875,0.2,40.55555555555556,1.1291666666666667,0.7,covid,0.9643835616438357,0.09863013698630137,4755827.313596864
5.79375,0.2,40.55555555555556,1.1291666666666667,0.7,covid,0.8849315068493151,0.09315068493150686,4756458.827522847
6,0.2,40.55555555555556,1.1291666666666667,0.7,covid,0.8246575342465754,0.08767123287671233,4756793.964640587
1.05,0.2,40.55555555555556,1.2083333333333335,0.7,covid,Inf,Inf,8.248661199193926
1.25625,0.2,40.55555555555556,1.2083333333333335,0.7,covid,Inf,23.276712328767122,14338.197799115185
1.4625000000000001,0.2,40.55555555555556,1.2083333333333335,0.7,covid,Inf,5,2983173.7926559644
1.6687500000000002,0.2,40.55555555555556,1.2083333333333335,0.7,covid,20.115068493150684,0.9397260273972603,3790447.2177962083
1.875,0.2,40.55555555555556,1.2083333333333335,0.7,covid,12.202739726027398,0.7780821917808219,3861105.364815969
2.08125,0.2,40.55555555555556,1.2083333333333335,0.7,covid,9.306849315068494,0.7342465753424657,3854442.9355600905
2.2875,0.2,40.55555555555556,1.2083333333333335,0.7,covid,7.284931506849315,0.6328767123287671,3916662.244105692
2.4937500000000004,0.2,40.55555555555556,1.2083333333333335,0.7,covid,6.117808219178082,0.4438356164383562,4058147.7619248284
2.7,0.2,40.55555555555556,1.2083333333333335,0.7,covid,5.104109589041096,0.33972602739726027,4216790.770254597
2.90625,0.2,40.55555555555556,1.2083333333333335,0.7,covid,4.186301369863013,0.2821917808219178,4362413.142356503
3.1125,0.2,40.55555555555556,1.2083333333333335,0.7,covid,3.8876712328767122,0.2410958904109589,4487975.41941632
3.3187500000000005,0.2,40.55555555555556,1.2083333333333335,0.7,covid,3.1397260273972605,0.2136986301369863,4588834.351978825
3.5250000000000004,0.2,40.55555555555556,1.2083333333333335,0.7,covid,2.9178082191780823,0.1917808219178082,4659328.677139572
3.73125,0.2,40.55555555555556,1.2083333333333335,0.7,covid,2.7205479452054795,0.1726027397260274,4701186.791331162
3.9375,0.2,40.55555555555556,1.2083333333333335,0.7,covid,2.2164383561643834,0.1589041095890411,4724022.723006142
4.143750000000001,0.2,40.55555555555556,1.2083333333333335,0.7,covid,1.9945205479452055,0.14794520547945206,4736472.4797975
4.3500000000000005,0.2,40.55555555555556,1.2083333333333335,0.7,covid,1.83013698630137,0.136986301369863,4743700.368258044
4.55625,0.2,40.55555555555556,1.2083333333333335,0.7,covid,1.7123287671232876,0.12876712328767123,4748180.602017938
4.7625,0.2,40.55555555555556,1.2083333333333335,0.7,covid,1.6136986301369862,0.12054794520547946,4751114.364262691
4.96875,0.2,40.55555555555556,1.2083333333333335,0.7,covid,1.463013698630137,0.11506849315068493,4753102.2948038075
5.175,0.2,40.55555555555556,1.2083333333333335,0.7,covid,1.1863013698630136,0.10684931506849316,4754402.070288105
5.3812500000000005,0.2,40.55555555555556,1.2083333333333335,0.7,covid,1.0301369863013699,0.10136986301369863,4755412.463994295
5.5875,0.2,40.55555555555556,1.2083333333333335,0.7,covid,0.9315068493150684,0.09863013698630137,4756104.25807035
5.79375,0.2,40.55555555555556,1.2083333333333335,0.7,covid,0.8547945205479452,0.09315068493150686,4756566.750487172
6,0.2,40.55555555555556,1.2083333333333335,0.7,covid,0.7972602739726027,0.08767123287671233,4756925.391711835
1.05,0.2,40.55555555555556,1.2875,0.7,covid,Inf,Inf,8.24866235800295
1.25625,0.2,40.55555555555556,1.2875,0.7,covid,Inf,23.087671232876712,14338.334024740114
1.4625000000000001,0.2,40.55555555555556,1.2875,0.7,covid,Inf,4.991780821917808,2986032.947383391
1.6687500000000002,0.2,40.55555555555556,1.2875,0.7,covid,19.043835616438358,0.9315068493150684,3796439.7559747337
1.875,0.2,40.55555555555556,1.2875,0.7,covid,11.610958904109589,0.7753424657534247,3870150.4733420913
